type	geneStart	geneEnd	tag	description
CDS	1	1380	HFX_4001	cell division control protein cdc6-like protein
CDS	1808	2206	HFX_4002	hypothetical protein
CDS	2203	3078	HFX_4003	ParA domain-containing protein
CDS	3540	3692	HFX_4004	hypothetical protein
CDS	3908	4642	HFX_4005	transcription regulator-like protein
CDS	4731	5843	HFX_4006	fused rhodanese domain-containing protein/hydrolase
CDS	5847	7139	HFX_4007	tetracyclin resistance protein
CDS	7756	8199	HFX_4008	hypothetical protein
CDS	8310	9089	HFX_4010	3-oxoacyl-[acyl-carrier protein] reductase
CDS	9221	9439	HFX_4011	hypothetical protein
CDS	9429	10151	HFX_4012	hypothetical protein
CDS	10161	11378	HFX_4014	acyl-CoA dehydrogenase
CDS	10341	11435	HFX_4013	hypothetical protein
CDS	11518	12588	HFX_4015	aminoglycoside phosphotransferase
CDS	12833	14797	HFX_4016	3-hydroxybutyryl-CoA dehydrogenase
CDS	15360	15887	HFX_4017	hypothetical protein
CDS	16130	17269	HFX_4018	acyl-CoA dehydrogenase
CDS	17407	17634	HFX_4019	hypothetical protein
CDS	17817	19385	HFX_4020	long-chain acyl-CoA synthetase
CDS	19733	20164	HFX_4021	sterol carrier protein
CDS	20325	21392	HFX_4022	alcohol dehydrogenase
CDS	21508	23076	HFX_4023	aldehyde dehydrogenase (NAD+)
CDS	23500	24753	HFX_4024	sugar phosphate permease
CDS	24967	26229	HFX_4025	alkyl sulfatase-like hydrolase
CDS	26500	26754	HFX_4026	alkyl sulfatase-like hydrolase
CDS	26890	27612	HFX_4027	transcription regulator
CDS	27650	27982	HFX_4028	hypothetical protein
CDS	28365	28514	HFX_4030	putative transposase
CDS	28983	29228	HFX_4031	hypothetical protein
CDS	29528	30115	HFX_4032	hypothetical protein
CDS	30209	30376	HFX_4033	hypothetical protein
CDS	31136	31960	HFX_4034	hypothetical protein
CDS	32086	32901	HFX_4035	hypothetical protein
CDS	32834	33184	HFX_4036	hypothetical protein
CDS	33661	33852	HFX_4037	thioredoxin domain-containing protein
CDS	33804	33962	HFX_4038	hypothetical protein
CDS	34072	34473	HFX_4039	hypothetical protein
CDS	34852	35343	HFX_4040	hypothetical protein
CDS	36232	36636	HFX_4041	hypothetical protein
CDS	38892	39113	HFX_4044	hypothetical protein
CDS	39585	41324	HFX_4045	"ABC-type dipeptide/oligopeptide/nickel transport system, substrate binding protein"
